locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT2G31200,275,172,436,337
AT2G31220,11,10,12,12
AT2G31240,69,59,109,108
AT2G31250,5,4,20,17
AT2G31260,18,6,28,28
AT2G31270,713,814,831,1073
AT2G31280,66,109,99,132
AT2G31290,7,16,12,14
AT2G31300,10,5,8,6
AT2G31320,190,184,314,389
AT2G31340,28,25,43,24
AT2G31350,80,65,103,91
AT2G31360,10,10,9,3
AT2G31370,150,140,200,251
AT2G31410,395,276,498,404
AT2G31440,254,296,429,592
AT2G31450,131,169,125,181
AT2G31480,3,2,5,1
AT2G31490,1036,579,1184,1050
AT2G31510,310,199,472,334
AT2G31530,172,137,201,188
AT2G31560,2,14,12,23
AT2G31570,13,8,9,25
AT2G31580,3,3,6,8
AT2G31585,54,57,72,84
AT2G31590,14,1,33,7
AT2G31600,11,3,20,15
AT2G31650,21,24,30,39
AT2G31660,86,79,117,108
AT2G31670,54,21,69,48
AT2G31680,10,8,11,11
AT2G31725,62,41,81,62
AT2G31730,1,1,7,6
AT2G31740,106,96,180,151
AT2G31750,10,12,13,16
AT2G31790,5,4,17,12
AT2G31800,90,82,238,277
AT2G31810,1085,831,2676,2873
AT2G31820,14,14,21,16
AT2G31830,8,3,14,7
AT2G31840,293,87,393,173
AT2G31865,25,22,59,46
AT2G31870,77,54,101,89
AT2G31880,21,11,16,14
AT2G31890,98,90,122,139
AT2G31900,19,3,32,20
AT2G31902,2,2,14,8
AT2G31910,5,6,16,25
AT2G31920,5,12,16,13
AT2G31940,10,14,17,24
AT2G31945,43,37,170,283
AT2G31955,15,6,23,28
AT2G31960,154,107,199,161
AT2G31970,30,25,54,33
AT2G31980,802,494,980,645
AT2G32000,34,25,49,45
AT2G32010,44,29,44,56
AT2G32040,7,6,27,17
AT2G32060,788,875,707,912
AT2G32070,55,84,96,109
AT2G32080,30,28,54,49
AT2G32090,46,65,73,134
AT2G32100,8,11,19,29
AT2G32120,13,21,54,63
AT2G32140,14,7,16,12
AT2G32150,5,1,32,45
AT2G32170,207,157,280,226
AT2G32190,118,47,227,93
AT2G32210,1212,92,1764,129
AT2G32220,172,142,162,142
AT2G32230,665,384,930,696
AT2G32235,18,20,25,38
AT2G32240,363,272,445,475
AT2G32250,49,45,97,79
AT2G32260,72,52,101,92
AT2G32280,540,450,357,410
AT2G32290,6,6,9,18
AT2G32295,14,6,32,19
AT2G32320,106,53,124,99
AT2G32340,3,2,14,32
AT2G32370,15,3,51,32
AT2G32380,49,42,46,82
AT2G32390,2,2,7,3
AT2G32400,36,28,59,58
AT2G32415,24,16,38,48
AT2G32430,1,3,1,7
AT2G32440,183,95,272,211
AT2G32450,250,171,299,291
AT2G32460,4,7,12,24
AT2G32470,3,3,3,5
AT2G32480,216,174,306,333
AT2G32500,123,74,212,162
AT2G32520,63,41,108,106
AT2G32550,8,21,25,30
AT2G32580,176,106,191,177
AT2G32590,389,240,532,438
AT2G32600,308,311,499,500
AT2G32630,11,6,3,6
AT2G32640,22,26,48,38
AT2G32650,107,159,188,308
AT2G32670,3,13,6,15
AT2G32690,222,348,331,503
AT2G32700,367,254,580,487
AT2G32710,167,128,241,225
AT2G32720,166,136,154,153
AT2G32730,826,664,1004,959
AT2G32760,15,16,22,22
AT2G32765,159,123,165,158
AT2G32770,12,21,35,46
AT2G32800,46,44,61,114
AT2G32810,685,432,960,776
AT2G32830,3,8,12,10
AT2G32840,175,168,212,219
AT2G32850,23,18,37,31
AT2G32900,249,189,374,373
AT2G32910,304,207,390,380
AT2G32920,213,149,227,202
AT2G32930,51,74,79,112
AT2G32940,143,104,173,147
AT2G32950,25,27,56,67
AT2G32970,7,6,12,10
AT2G32980,93,65,122,129
AT2G32990,16,18,22,37
AT2G33000,7,12,7,11
AT2G33040,499,456,651,755
AT2G33050,2,3,9,5
AT2G33060,7,5,16,6
AT2G33150,10,20,14,30
AT2G33170,19,26,58,39
AT2G33180,31,19,31,39
AT2G33210,1451,982,1868,1291
AT2G33220,1822,1038,2478,1492
AT2G33240,17,4,15,10
AT2G33250,99,56,186,129
AT2G33255,76,70,94,109
AT2G33260,5,5,6,3
AT2G33290,62,64,119,135
AT2G33310,6,3,27,9
AT2G33320,20,11,33,31
AT2G33330,23,37,50,80
AT2G33340,485,436,770,869
AT2G33360,184,172,200,221
AT2G33370,1182,616,1516,964
AT2G33390,20,14,45,31
AT2G33400,32,27,37,47
AT2G33430,272,202,342,390
AT2G33435,23,21,22,41
AT2G33440,15,8,17,16
AT2G33470,166,113,224,205
AT2G33490,4,5,22,11
AT2G33500,68,54,71,94
AT2G33510,218,175,405,332
AT2G33530,110,103,120,110
AT2G33540,94,82,158,136
AT2G33550,4,5,9,12
AT2G33560,129,61,134,88
AT2G33570,99,85,114,120
AT2G33580,48,33,38,39
AT2G33585,5,4,20,7
AT2G33590,88,68,135,93
AT2G33610,50,31,72,57
AT2G33620,96,63,106,117
AT2G33630,62,55,98,96
AT2G33640,72,46,79,81
AT2G33680,5,4,10,26
AT2G33700,103,90,110,126
AT2G33730,306,277,409,456
AT2G33735,14,6,11,12
AT2G33740,80,108,127,186
AT2G33760,14,11,28,14
AT2G33770,296,185,357,385
AT2G33780,5,1,2,6
AT2G33800,467,269,757,525
AT2G33830,13,8,184,152
AT2G33835,56,34,56,43
AT2G33845,249,178,218,208
AT2G33855,19,4,21,6
AT2G33860,80,127,82,148
AT2G33880,34,19,35,38
AT2G33980,49,26,59,34
AT2G33990,7,11,14,10
AT2G34020,20,14,34,25
AT2G34040,75,57,108,111
AT2G34050,30,33,49,44
AT2G34060,6,7,9,18
AT2G34070,40,7,37,22
AT2G34090,20,2,29,3
AT2G34123,4,0,9,7
AT2G34140,2,3,5,6
AT2G34170,57,56,86,93
AT2G34190,922,754,1006,958
AT2G34200,2,4,13,10
AT2G34240,0,0,6,8
AT2G34260,70,73,68,88
AT2G34300,97,67,157,158
AT2G34310,35,41,69,86
AT2G34355,8,9,9,10
AT2G34357,147,104,213,229
AT2G34380,141,123,209,205
AT2G34390,7,1,16,4
AT2G34400,35,34,33,34
AT2G34410,66,43,60,42
AT2G34430,35,23,80,45
AT2G34510,133,77,238,246
AT2G34560,1475,522,1891,907
AT2G34570,152,183,168,263
AT2G34630,81,83,98,92
AT2G34640,391,297,496,427
AT2G34650,9,5,19,24
AT2G34660,34,35,73,66
AT2G34670,28,27,46,38
AT2G34680,111,126,243,259
AT2G34690,34,26,47,38
AT2G34710,230,185,262,263
AT2G34730,103,76,144,163
AT2G34750,84,43,86,62
AT2G34780,75,53,110,84
AT2G34840,43,11,57,14
AT2G34850,8,10,15,11
AT2G34870,669,204,647,199
AT2G34880,0,2,0,14
AT2G34890,20,0,2,123
AT2G34920,3,3,2,4
AT2G34925,3,9,20,9
AT2G34930,51,27,47,36
AT2G34970,204,174,246,201
AT2G34980,49,47,61,60
AT2G34990,1,0,8,2
AT2G35000,3,3,4,4
AT2G35010,453,675,562,792
AT2G35020,78,117,116,139
AT2G35030,20,20,29,34
AT2G35035,11,5,22,18
AT2G35040,146,166,218,230
AT2G35050,350,305,603,548
AT2G35060,369,276,623,437
AT2G35075,4,4,4,6
AT2G35100,17,19,33,21
AT2G35110,78,79,124,117
AT2G35130,1,3,2,6
AT2G35140,21,29,31,73
AT2G35160,125,55,200,129
AT2G35170,18,16,34,14
AT2G35190,164,141,192,220
AT2G35230,47,19,44,39
AT2G35240,279,245,356,446
AT2G35260,239,47,263,74
AT2G35270,1,5,6,4
AT2G35310,66,61,95,85
AT2G35320,60,65,85,94
AT2G35330,161,153,289,248
AT2G35340,33,27,53,46
AT2G35350,213,202,302,298
AT2G35360,6,10,6,15
AT2G35410,480,398,828,604
AT2G35420,33,17,57,31
AT2G35430,11,13,28,20
AT2G35450,65,69,100,73
AT2G35470,47,71,79,86
AT2G35480,10,7,15,10
AT2G35490,115,118,144,154
AT2G35500,47,35,78,70
AT2G35520,42,36,53,51
AT2G35530,43,44,50,83
AT2G35600,35,15,48,23
AT2G35605,37,22,45,57
AT2G35620,108,56,131,95
AT2G35630,129,83,127,95
AT2G35635,913,635,1073,645
AT2G35637,4,9,14,20
AT2G35640,13,16,20,19
AT2G35650,31,44,54,74
AT2G35658,16,43,16,35
AT2G35660,45,78,108,200
AT2G35680,109,62,166,171
AT2G35690,25,25,31,24
AT2G35700,8,4,8,5
AT2G35710,43,31,30,24
AT2G35720,15,19,21,26
AT2G35730,9,2,5,3
AT2G35736,6,0,8,5
AT2G35738,3,1,5,3
AT2G35740,37,11,52,20
AT2G35742,5,4,1,6
AT2G35750,15,28,36,26
AT2G35760,45,37,21,37
AT2G35780,1153,280,1429,397
AT2G35790,80,79,97,86
AT2G35795,52,54,80,109
AT2G35800,54,66,186,188
AT2G35820,27,9,33,7
AT2G35830,0,2,8,5
AT2G35840,114,83,145,129
AT2G35880,88,62,101,95
AT2G35900,18,18,10,14
AT2G35920,75,54,80,122
AT2G36000,178,188,277,244
AT2G36010,42,48,63,61
AT2G36050,20,24,25,30
AT2G36060,105,72,115,118
AT2G36070,352,318,386,382
AT2G36080,8,2,27,9
AT2G36130,70,73,85,117
AT2G36145,44,65,75,138
AT2G36160,6070,4399,9821,8124
AT2G36170,4204,3514,4384,5222
AT2G36200,69,60,90,124
AT2G36220,277,229,343,248
AT2G36230,102,84,116,110
AT2G36240,63,45,82,60
AT2G36250,428,407,583,605
AT2G36270,126,229,107,191
AT2G36290,210,139,248,188
AT2G36300,39,62,39,71
AT2G36305,38,6,49,29
AT2G36307,10,5,10,6
AT2G36320,19,17,48,60
AT2G36330,20,18,27,29
AT2G36340,22,14,26,40
AT2G36350,157,131,211,219
AT2G36360,98,62,115,118
AT2G36370,9,8,8,10
AT2G36380,31,21,50,44
AT2G36390,63,42,101,77
AT2G36400,148,150,356,320
AT2G36480,29,29,48,39
AT2G36485,12,12,20,18
AT2G36490,286,136,416,230
AT2G36500,11,5,10,11
AT2G36550,0,76,1,115
AT2G36570,62,17,85,20
AT2G36630,14,18,39,58
AT2G36640,21,26,23,28
AT2G36670,95,74,130,137
AT2G36680,89,20,145,34
AT2G36690,0,5,7,28
AT2G36720,45,42,96,87
AT2G36730,18,23,21,33
AT2G36740,45,28,56,50
AT2G36810,62,334,82,320
AT2G36830,70,61,148,103
AT2G36840,11,8,15,10
AT2G36850,636,628,802,942
AT2G36880,351,382,345,405
AT2G36885,376,186,501,300
AT2G36890,10,13,34,44
AT2G36895,138,85,191,203
AT2G36900,18,23,18,36
AT2G36910,579,664,1001,1090
AT2G36950,11,9,56,76
AT2G36960,19,26,40,43
AT2G36980,17,7,19,20
AT2G36990,125,111,227,253
AT2G37020,61,28,80,55
AT2G37025,4,15,15,58
AT2G37035,16,4,11,9
AT2G37040,673,710,455,689
AT2G37050,779,673,1117,1026
AT2G37060,28,7,45,18
AT2G37070,22,16,22,25
AT2G37080,354,236,488,495
AT2G37100,11,10,19,16
AT2G37120,590,591,796,923
AT2G37150,0,1,4,7
AT2G37160,2,1,9,1
AT2G37200,183,114,266,190
AT2G37210,12,10,17,26
AT2G37220,914,728,1526,1371
AT2G37240,40,34,58,47
AT2G37250,365,255,508,381
AT2G37260,26,21,30,33
AT2G37270,234,253,249,296
AT2G37300,66,47,96,75
AT2G37310,38,15,45,34
AT2G37320,62,61,91,81
AT2G37330,0,4,3,8
AT2G37340,292,421,554,856
AT2G37380,61,54,55,61
AT2G37390,64,50,53,85
AT2G37400,177,186,191,249
AT2G37410,391,316,545,566
AT2G37420,95,55,167,126
AT2G37440,6,4,9,13
AT2G37450,40,20,125,124
AT2G37460,2,0,6,3
AT2G37500,254,216,308,394
AT2G37510,41,25,53,41
AT2G37520,30,24,45,52
AT2G37550,10,2,11,5
AT2G37560,6,3,8,4
AT2G37570,73,60,84,72
AT2G37580,4,0,5,3
AT2G37585,77,54,93,78
AT2G37590,16,10,9,11
AT2G37620,16,23,24,51
AT2G37630,511,520,686,699
AT2G37640,1,5,2,8
AT2G37650,89,105,124,178
AT2G37660,2279,1663,2532,2138
AT2G37678,37,40,112,127
AT2G37680,99,85,116,123
AT2G37690,289,170,396,251
AT2G37720,13,22,14,28
AT2G37760,50,83,70,142
AT2G37790,86,65,89,70
AT2G37840,39,19,53,60
AT2G37860,82,71,94,87
AT2G37920,50,27,72,64
AT2G37930,14,25,23,20
AT2G37960,16,9,14,17
AT2G37970,317,303,532,538
AT2G37980,1,2,1,7
AT2G37990,81,90,121,167
AT2G38000,12,4,14,11
AT2G38010,20,16,24,26
AT2G38020,20,22,44,53
AT2G38040,803,680,860,918
AT2G38060,11,11,27,15
AT2G38070,11,3,12,5
AT2G38120,75,77,105,146
AT2G38130,136,122,220,220
AT2G38140,2710,1628,3521,2749
AT2G38150,2,3,9,6
AT2G38160,14,4,39,14
AT2G38170,100,119,263,252
AT2G38180,221,108,267,160
AT2G38185,6,5,11,14
AT2G38230,525,483,1868,2149
AT2G38270,373,302,496,471
AT2G38280,154,177,220,247
AT2G38290,99,67,124,104
AT2G38310,54,41,66,62
AT2G38320,1,6,4,5
AT2G38330,12,23,33,56
AT2G38400,14,76,51,237
AT2G38410,43,32,52,54
AT2G38420,28,20,32,25
AT2G38430,23,16,32,38
AT2G38440,83,54,151,84
AT2G38450,77,58,94,84
AT2G38510,2,2,15,11
AT2G38550,5,4,19,26
AT2G38560,52,64,53,52
AT2G38570,2,10,2,7
AT2G38580,9,8,10,13
AT2G38610,24,16,47,30
AT2G38620,38,56,50,77
AT2G38630,35,11,36,35
AT2G38650,41,54,88,97
AT2G38660,46,58,42,60
AT2G38680,8,8,19,18
AT2G38695,21,34,27,29
AT2G38700,182,168,236,273
AT2G38710,91,57,124,129
AT2G38720,13,16,16,12
AT2G38730,102,94,140,135
AT2G38750,2,0,5,7
AT2G38760,21,12,19,20
AT2G38770,494,377,594,600
AT2G38780,77,66,100,165
AT2G38790,1,5,1,14
AT2G38810,16,6,6,16
AT2G38820,10,11,51,66
AT2G38823,3,4,12,2
AT2G38840,17,17,18,34
AT2G38860,6,2,10,9
AT2G38880,10,8,12,6
AT2G38920,3,12,11,7
AT2G38950,38,19,57,63
AT2G38960,2,3,3,8
AT2G39020,150,111,249,221
AT2G39050,8,7,3,4
AT2G39080,203,199,297,336
AT2G39090,87,74,124,91
AT2G39100,125,98,199,188
AT2G39110,15,15,11,24
AT2G39120,121,53,152,72
AT2G39130,123,53,173,93
AT2G39140,44,41,51,51
AT2G39190,36,27,36,50
AT2G39220,260,209,270,241
AT2G39230,4,1,10,6
AT2G39260,11,11,8,23
AT2G39280,110,72,216,149
AT2G39300,27,20,32,23
AT2G39340,70,86,107,142
AT2G39350,32,57,100,152
AT2G39380,16,18,34,51
AT2G39390,1278,579,1689,1008
AT2G39400,1,1,19,21
AT2G39435,9,5,16,20
AT2G39440,43,43,42,71
AT2G39450,96,81,184,181
AT2G39460,802,1016,1158,1656
AT2G39470,49,46,86,115
AT2G39480,74,48,60,77
AT2G39500,18,18,28,22
AT2G39510,0,0,0,24
AT2G39560,19,24,41,39
AT2G39580,66,85,122,112
AT2G39620,8,1,11,5
AT2G39640,0,0,8,3
AT2G39650,78,71,75,79
AT2G39660,33,11,30,15
AT2G39670,378,385,595,674
AT2G39675,58,28,125,68
AT2G39681,42,45,118,193
AT2G39700,130,110,212,164
AT2G39705,87,60,111,94
AT2G39720,31,29,34,51
AT2G39730,518,493,1082,998
AT2G39740,62,52,75,94
AT2G39750,167,97,184,129
AT2G39760,95,99,117,102
AT2G39780,246,277,382,340
AT2G39800,234,239,351,456
AT2G39805,8,23,27,32
AT2G39810,117,106,146,163
AT2G39840,60,48,77,83
AT2G39870,941,820,1142,1070
AT2G39880,27,9,33,16
AT2G39890,163,181,239,246
AT2G39900,84,78,84,110
AT2G39910,63,29,69,71
AT2G39930,101,127,174,214
AT2G39940,131,107,158,170
AT2G39950,269,152,452,292
AT2G39960,234,204,292,342
AT2G39970,62,47,56,80
AT2G39980,178,74,196,97
AT2G39990,366,307,413,366
AT2G40000,603,581,1014,953
AT2G40010,109,192,97,180
AT2G40020,24,13,36,27
AT2G40030,1314,991,1692,1459
AT2G40060,1538,775,2107,1258
AT2G40070,857,689,1105,923
AT2G40080,18,16,25,46
AT2G40090,24,19,25,31
AT2G40120,38,4,43,16
AT2G40140,306,205,419,244
AT2G40150,2,2,10,10
AT2G40160,3,3,3,9
AT2G40190,29,18,36,48
AT2G40205,2717,1269,3072,1586
AT2G40230,46,44,67,69
AT2G40240,62,71,80,105
AT2G40260,0,0,7,4
AT2G40270,19,51,29,65
AT2G40280,36,39,47,58
AT2G40290,312,434,475,585
AT2G40300,67,47,310,256
AT2G40316,157,95,222,149
AT2G40360,324,291,404,421
AT2G40380,260,154,241,168
AT2G40400,50,47,101,112
AT2G40410,17,5,27,27
AT2G40420,9,9,22,27
AT2G40430,282,210,355,344
AT2G40470,11,5,15,21
AT2G40475,7,2,2,4
AT2G40480,82,52,92,61
AT2G40490,2609,1940,3485,3681
AT2G40510,198,200,366,400
AT2G40520,50,38,49,53
AT2G40590,1137,823,1191,832
AT2G40600,34,26,43,48
AT2G40630,40,40,77,52
AT2G40640,22,30,39,33
AT2G40650,56,41,99,81
AT2G40660,1215,1087,1401,1386
AT2G40690,84,63,106,91
AT2G40700,86,70,101,105
AT2G40720,4,3,7,4
AT2G40730,114,92,156,138
AT2G40770,37,46,56,51
AT2G40780,24,19,33,43
AT2G40800,6,5,9,18
AT2G40810,5,4,6,2
AT2G40815,25,11,21,22
AT2G40820,111,77,147,168
AT2G40840,40,48,51,81
AT2G40860,16,11,31,25
AT2G40920,36,17,72,35
AT2G40930,24,25,46,51
AT2G40950,22,14,33,36
AT2G40955,0,3,0,8
AT2G40960,14,67,18,117
AT2G40970,19,4,30,21
AT2G40980,49,56,61,79
AT2G41000,13,12,25,22
AT2G41010,617,625,521,555
AT2G41020,129,117,203,271
AT2G41040,31,12,83,80
AT2G41050,174,140,210,233
AT2G41060,40,49,62,65
AT2G41070,64,24,123,68
AT2G41080,7,4,9,5
AT2G41090,99,61,95,67
AT2G41110,1362,1283,1306,1372
AT2G41120,121,85,169,120
AT2G41130,103,86,186,162
AT2G41170,28,16,42,35
AT2G41180,64,29,66,31
AT2G41190,50,54,72,86
AT2G41220,78,66,146,113
AT2G41225,648,597,686,712
AT2G41250,97,155,217,301
AT2G41290,77,74,72,75
AT2G41340,227,81,309,177
AT2G41342,0,8,0,5
AT2G41350,30,29,47,45
AT2G41370,259,209,287,353
AT2G41410,406,375,581,506
AT2G41420,10,0,8,11
AT2G41430,1134,1252,2429,2907
AT2G41450,54,58,50,85
AT2G41460,145,129,163,150
AT2G41470,1,16,4,26
AT2G41475,9,45,21,85
AT2G41490,34,32,27,40
AT2G41500,47,50,58,97
AT2G41510,3,6,10,9
AT2G41520,81,66,97,112
AT2G41530,93,115,159,209
AT2G41540,175,95,226,166
AT2G41550,19,33,29,46
AT2G41560,87,120,163,228
AT2G41600,303,176,372,255
AT2G41620,348,256,473,403
AT2G41630,81,55,158,105
AT2G41640,98,50,116,71
AT2G41650,1930,1304,1753,1489
AT2G41660,4,3,1,3
AT2G41670,9,11,13,11
AT2G41680,553,406,683,535
AT2G41700,36,22,61,53
AT2G41705,7,8,11,40
AT2G41710,36,35,90,87
AT2G41720,80,73,153,139
AT2G41740,39,27,43,52
AT2G41750,57,34,73,48
AT2G41760,147,15,172,47
AT2G41770,70,51,77,83
AT2G41790,112,137,219,275
AT2G41800,262,173,239,193
AT2G41810,4,1,6,7
AT2G41820,75,48,94,80
AT2G41830,34,28,35,24
AT2G41835,175,70,216,130
AT2G41840,5822,6871,13146,14887
AT2G41880,18,19,23,24
AT2G41890,21,32,38,36
AT2G41900,15,5,5,12
AT2G41940,11,10,14,10
AT2G41945,8,3,27,14
AT2G41960,15,11,18,29
AT2G41980,88,63,113,94
AT2G41990,291,251,259,254
AT2G42005,13,22,31,34
AT2G42010,97,97,144,189
AT2G42030,11,23,31,42
AT2G42040,56,34,93,89
AT2G42070,24,25,46,41
AT2G42110,366,375,449,510
AT2G42150,25,18,42,17
AT2G42160,128,70,182,110
AT2G42170,3,25,17,87
AT2G42200,1,0,6,4
AT2G42220,43,32,36,48
AT2G42230,67,38,67,67
AT2G42240,8,2,7,6
AT2G42247,6,8,9,21
AT2G42260,41,58,51,66
AT2G42270,52,51,91,73
AT2G42280,4,5,12,7
AT2G42290,490,282,494,314
AT2G42300,93,85,112,125
AT2G42320,35,22,69,46
AT2G42330,262,90,452,195
AT2G42340,10,6,11,14
AT2G42350,5,5,8,6
AT2G42360,47,40,71,78
AT2G42365,22,10,35,17
AT2G42370,6,1,2,10
AT2G42380,46,44,82,49
AT2G42390,130,95,126,99
AT2G42395,4,2,8,2
AT2G42430,4,3,1,5
AT2G42450,24,32,37,52
AT2G42485,80,55,73,59
AT2G42490,39,28,58,60
AT2G42500,295,48,348,59
AT2G42510,2,6,3,4
AT2G42520,253,169,353,258
AT2G42540,1,1,5,4
AT2G42560,3,5,3,10
AT2G42570,5,3,7,7
AT2G42580,252,211,415,382
AT2G42590,398,110,415,151
AT2G42600,257,208,355,348
AT2G42620,143,136,231,238
AT2G42640,70,38,102,98
AT2G42650,14,15,23,28
AT2G42660,25,14,30,25
AT2G42670,48,44,88,78
AT2G42680,336,296,383,422
AT2G42700,36,43,73,53
AT2G42720,5,9,10,18
AT2G42730,1,0,9,6
AT2G42740,866,450,1199,621
AT2G42750,46,40,71,86
AT2G42760,5,4,6,4
AT2G42770,167,131,183,171
AT2G42780,51,55,59,96
AT2G42790,53,29,88,91
AT2G42800,42,36,36,36
AT2G42810,157,136,249,256
AT2G42840,3528,2023,3723,2301
AT2G42860,28,31,32,42
AT2G42870,78,27,212,80
AT2G42880,122,76,217,156
AT2G42890,52,48,94,86
AT2G42900,10,5,34,29
AT2G42910,1569,1384,2087,2256
AT2G42920,65,43,150,157
AT2G42950,19,23,57,24
AT2G42960,11,17,21,24
AT2G42975,25,26,13,35
AT2G42980,1,3,5,5
AT2G42990,5,3,4,4
AT2G43010,5,3,16,21
AT2G43030,62,41,274,221
AT2G43040,4,7,18,15
AT2G43050,116,2,1,1012
AT2G43070,38,23,51,47
AT2G43080,5,6,13,15
AT2G43090,672,579,944,925
AT2G43110,60,40,44,44
AT2G43120,1,0,8,9
AT2G43130,171,153,195,249
AT2G43160,13,25,24,25
AT2G43180,23,19,45,43
AT2G43190,20,10,31,16
AT2G43200,1,6,3,9
AT2G43210,120,125,201,241
AT2G43235,186,226,255,306
AT2G43240,72,84,107,114
AT2G43250,80,69,107,87
AT2G43260,26,25,34,24
AT2G43290,342,388,352,399
AT2G43320,40,32,57,40
AT2G43330,22,17,45,47
AT2G43370,0,4,7,3
AT2G43375,16,14,14,17
AT2G43400,33,38,52,67
AT2G43410,198,141,230,232
AT2G43420,22,16,25,33
AT2G43430,87,101,144,142
AT2G43465,3,2,8,4
AT2G43490,26,18,23,15
AT2G43500,26,27,38,43
AT2G43530,86,144,134,241
AT2G43535,12,57,22,88
AT2G43540,66,22,103,53
AT2G43550,2,21,5,28
AT2G43560,793,701,1046,1195
AT2G43630,228,14,408,41
AT2G43650,193,198,252,304
AT2G43660,0,0,9,5
AT2G43670,0,4,0,9
AT2G43680,35,14,82,21
AT2G43690,5,3,3,6
AT2G43700,11,7,13,15
AT2G43710,2933,2628,3043,3134
AT2G43720,38,18,50,35
AT2G43750,352,137,473,211
AT2G43760,22,7,24,24
AT2G43770,271,253,316,308
AT2G43780,99,83,108,119
AT2G43790,303,226,423,353
AT2G43800,40,46,71,47
AT2G43850,11,12,16,22
AT2G43870,6,2,16,18
AT2G43900,2,3,4,5
AT2G43930,4,0,8,0
AT2G43945,8,10,16,20
AT2G43950,785,646,866,775
AT2G43960,0,487,6,897
AT2G43970,2900,1822,4614,3521
AT2G43980,374,355,401,521
AT2G43990,13,8,18,24
AT2G44020,153,90,211,178
AT2G44040,635,486,1048,865
AT2G44050,1480,1286,1825,1593
AT2G44060,604,621,722,1071
AT2G44065,542,360,720,561
AT2G44090,96,69,131,134
AT2G44120,5540,4411,6653,6335
AT2G44140,99,86,127,132
AT2G44150,41,56,41,69
AT2G44160,483,242,654,309
AT2G44180,78,47,124,99
AT2G44190,36,41,47,50
AT2G44200,286,263,360,407
AT2G44210,24,19,37,27
AT2G44240,21,3,54,207
AT2G44250,34,3,60,225
AT2G44270,107,120,143,232
AT2G44280,79,51,157,139
AT2G44290,75,195,110,297
AT2G44310,35,56,70,110
AT2G44350,92,79,165,180
AT2G44360,89,67,155,144
AT2G44410,32,14,38,60
AT2G44420,19,10,25,25
AT2G44430,139,104,173,170
AT2G44440,115,140,164,159
AT2G44450,152,129,216,187
AT2G44460,8,21,9,23
AT2G44470,299,329,319,396
AT2G44490,0,0,7,4
AT2G44500,40,27,41,25
AT2G44510,40,83,64,110
AT2G44520,14,23,36,35
AT2G44530,253,178,307,214
AT2G44580,7,0,17,24
AT2G44590,44,35,97,103
AT2G44600,5,8,20,13
AT2G44610,55,67,93,96
AT2G44620,832,820,903,1078
AT2G44630,73,49,81,103
AT2G44640,1156,791,1487,1113
AT2G44650,1023,977,1498,1624
AT2G44660,187,154,281,227
AT2G44670,294,133,478,272
AT2G44680,51,63,108,117
AT2G44690,25,25,30,43
AT2G44710,184,164,252,249
AT2G44730,43,47,71,68
AT2G44735,8,5,10,16
AT2G44750,29,11,31,10
AT2G44760,691,483,980,841
AT2G44770,58,44,70,66
AT2G44830,34,43,50,56
AT2G44840,177,150,155,126
AT2G44870,52,42,80,73
AT2G44900,57,19,106,44
AT2G44910,29,18,57,36
AT2G44920,41,24,62,55
AT2G44940,6,1,3,1
AT2G44950,71,54,98,90
AT2G44970,74,88,95,132
AT2G44980,7,6,17,14
AT2G45000,20,12,19,14
AT2G45010,9,5,10,20
AT2G45023,3,0,7,1
AT2G45030,55,49,42,55
AT2G45050,5,3,4,2
AT2G45060,62,47,84,80
AT2G45080,120,94,96,98
AT2G45100,43,36,72,80
AT2G45135,2,4,6,2
AT2G45140,343,285,399,378
AT2G45150,65,34,91,44
AT2G45170,27,50,147,178
AT2G45200,26,31,30,41
AT2G45240,85,63,116,100
AT2G45245,11,0,14,2
AT2G45250,27,24,52,43
AT2G45260,45,3,55,10
AT2G45270,11,7,33,15
AT2G45280,14,16,12,16
AT2G45290,9,3,12,9
AT2G45300,323,123,251,140
AT2G45310,2,1,1,7
AT2G45320,22,17,30,18
AT2G45330,42,24,56,49
AT2G45340,693,687,925,979
AT2G45360,74,57,76,105
AT2G45380,61,59,140,117
AT2G45400,88,47,126,83
AT2G45420,0,4,5,11
AT2G45430,178,184,241,292
AT2G45440,98,88,165,170
AT2G45460,13,10,24,22
AT2G45470,562,522,746,751
AT2G45480,96,98,182,172
AT2G45490,42,50,74,75
AT2G45500,31,20,37,47
AT2G45510,34,31,49,51
AT2G45520,83,78,114,75
AT2G45530,20,24,34,27
AT2G45540,152,123,176,147
AT2G45590,33,38,49,63
AT2G45620,78,67,108,107
AT2G45630,0,1,4,7
AT2G45640,305,129,370,239
AT2G45670,44,44,65,53
AT2G45700,10,5,15,16
AT2G45710,351,288,416,312
AT2G45720,84,75,130,131
AT2G45730,58,54,76,74
AT2G45740,16,15,21,39
AT2G45760,39,12,31,25
AT2G45770,84,81,84,118
AT2G45810,75,58,112,105
AT2G45820,63,39,31,36
AT2G45830,59,37,96,174
AT2G45850,82,82,121,119
AT2G45860,8,11,14,18
AT2G45870,175,184,240,248
AT2G45880,52,55,85,88
AT2G45900,4,3,5,5
AT2G45910,119,74,187,126
AT2G45920,79,18,155,55
AT2G45930,3,8,3,11
AT2G45950,51,49,70,90
AT2G45960,18,32,17,37
AT2G45970,146,126,213,175
